conditionid,closingcondition,conditionfamily,conditionname,conditionpayload,configurable,consolidation,consolidationsleeptime,description,downstream,fetchdata,issnooze,priority,remediation,snooze,sourcesystem,underresearch,updatedtime
1001388,False,5,Exchange 2003 / 2007 - No database session was available to satisfy a request.,,,False,,,itsm,,False,,,,1.0,,
11422,False,69,Vault Agent screen shot check failure,,,False,,,itsm,,False,,,,1.0,,
1004355,True,16,Microsoft Hyper V - All VMs are Running (Closing condition),,,False,,,itsm,,False,,,,1.0,,
1000888,False,7,Storage Agents - Possible issue with the fault tolerant power supply,,,False,,,itsm,,False,,,,1.0,,
50036,,,,,,False,,,itsm,,False,,,,2.0,,
1000390,False,7,Promise Napa I2API - Disk Unplugged,,,False,,,itsm,,False,,,,1.0,,
1001530,False,11,Sharepoint - Failed to load protocol handler,,,False,,,itsm,,False,,,,1.0,,
1003505,False,7,Dell Server Monitoring - Disk state changed to UNCONFIGURED_BAD.,,,False,,,itsm,,False,,,,1.0,,
1000971,False,7,MegaRAID Storage Manager - Drive is not certified.,,,False,,,itsm,,False,,,,1.0,,
11734,False,9,User Profile Service- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1002882,False,1,DNS - Server currently has no DNS domain name.,,,False,,,itsm,,False,,,,1.0,,
1000880,False,7,Storage Agents - The array accelerator board battery failed,,,False,,,itsm,,False,,,,1.0,,
1000129,False,5,Exchange receiving out-of-memory errors from the operating system - Performance Issue.,,,False,,,itsm,,False,,,,1.0,,
1001304,True,5,Slow RPC Request Processing Exchange (Closing condition),,,False,,,itsm,,False,,,,1.0,,
11724,False,9,TCP/IP NetBIOS Helper- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1000312,False,7,LSI Logic Fusion-MPT MiniPort Driver Device did not respond within the timeout Period.,,,False,,,itsm,,False,,,,1.0,,
11450,False,73,VMware Host Hardware Issue observed for Storage Sensor,,,False,,,itsm,,False,,,,1.0,,
1001096,False,4,Citrix - Presentation Server license acquisition error detected.,,,False,,,itsm,,False,,,,1.0,,
1001899,False,11,SharePoint Services - Index is corrupt,,,False,,,itsm,,False,,,,1.0,,
1000121,False,5,Corruption or inconsistency in a table in the Jet database - Mail flow down.,,,False,,,itsm,,False,,,,1.0,,
1003322,False,89,MS Lync - Address Book Server was unable to perform its heartbeat function against the back-end database,,,False,,,itsm,,False,,,,1.0,,
16932,False,4,Citrix Print Manager Service- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1000306,False,7,"VIA Technologies, Inc. - VIA Serial ATA RAID Controller Port timeout",,,False,,,itsm,,False,,,,1.0,,
1000216,False,7,ServeRAID 7e SATA device failed to allocate memory.,,,False,,,itsm,,False,,,,1.0,,
1003734,True,5,Message queue are in a permanently suspended state (Closing condition),,,False,,,itsm,,False,,,,1.0,,
1112,False,1,DC holding GC role does not advertise as GC,,,False,,,itsm,,False,,,,1.0,,
1002670,False,5,MS Exchange - The transport process failed during message processing.,,,False,,,itsm,,False,,,,1.0,,
1001206,False,5,Exchange LDAP Search timed out,,,False,,,itsm,,False,,,,1.0,,
10381,False,36,Managed Server Patch deployment failure (Server care / Proactive server care),,,False,,,itsm,,False,,,,1.0,,
1001998,False,11,SharePoint - STS signing certificate missing,,,False,,,itsm,,False,,,,1.0,,
1013,False,1,LsaPolicy operation failed due to network path,,,False,,,itsm,,False,,,,1.0,,
10553,False,29,ShadowProtect Service - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1001822,False,11,SharePoint 2010 - Access Denied For Writing To Disk,,,False,,,itsm,,False,,,,1.0,,
10470,False,2,eTrust Antivirus Admin Server - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1000071,False,5,The Exchange streaming database specified in the message is corrupted - Mail flow down.,,,False,,,itsm,,False,,,,1.0,,
11543,False,9,Distributed Transaction Coordinator- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1000970,False,7,MegaRAID Storage Manager - Firmware download failed on enclosure.,,,False,,,itsm,,False,,,,1.0,,
11348,False,11,SharePoint 2010 Administration- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
10516,False,5,MS Exchange EdgeSync - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1001548,False,11,Sharepoint - Plug-in failed to connect to SQL Server,,,False,,,itsm,,False,,,,1.0,,
1001715,False,1,Active Directory - Replication has been aborted due to Schema mismatch,,,False,,,itsm,,False,,,,1.0,,
10310,False,2,ScanMail_RealTimeScan - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
50320,,,,,,False,,,itsm,,False,,,,2.0,,
16766,False,12,SQL Server Browser- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1002998,False,5,MS Exchange - Mails may stuck in drafts folder.,,,False,,,itsm,,False,,,,1.0,,
1000998,False,19,Terminal Server Running on Trial Mode,,,False,,,itsm,,False,,,,1.0,,
1000077,False,5,Disk I/O problem prevented Exchange from gaining read access to a requested page in the database - Mail flow down.,,,False,,,itsm,,False,,,,1.0,,
1002894,False,7,Battery charging was suspended due to high battery temperature.,,,False,,,itsm,,False,,,,1.0,,
1001354,True,7,Adaptec Controller Device did not respond within the timeout period (Closing condition),,,False,,,itsm,,False,,,,1.0,,
50228,,,,,,False,,,itsm,,False,,,,2.0,,
50262,,,,,,False,,,itsm,,False,,,,2.0,,
11746,False,9,Windows Font Cache Service- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1001400,False,5,Exchange 2007/2010 - Information Store Service and System Attendant Service Fails to Start due to incorrect subnet information configured in AD.,,,False,,,itsm,,False,,,,1.0,,
11539,False,7,DSM SA Connection Service- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1000907,True,7,Storage Agents - Drive Array Spare Drive Status Changed to ACTIVE (Closing condition),,,False,,,itsm,,False,,,,1.0,,
6004,False,69,Vault Appliance OS Upgrade Notification,,,False,,,itsm,,False,,,,1.0,,
11794,False,92,Configuration Restored,,,False,,,itsm,,False,,,,1.0,,
1000232,False,7,Advanced Configuration and Power Interface BIOS is attempting to create an illegal memory.,,,False,,,itsm,,False,,,,1.0,,
1002723,False,16,Microsoft Hyper V Virtual Machine failed to replicate changes after repeated attempts,,,False,,,itsm,,False,,,,1.0,,
1002256,False,1,Active Directory DFSR - DFS Replication service failed to replicate the replicated folder at local path is not valid,,,False,,,itsm,,False,,,,1.0,,
1001417,False,7,Storage Agents - Drive Array Accelerator Bad Data,,,False,,,itsm,,False,,,,1.0,,
50167,,,,,,False,,,itsm,,False,,,,2.0,,
50293,,,,,,False,,,itsm,,False,,,,2.0,,
1000936,False,7,MegaRAID Storage Manager - Battery is discharging.,,,False,,,itsm,,False,,,,1.0,,
1002407,False,7,Fujitsu - Bad Block on Physical Disk.,,,False,,,itsm,,False,,,,1.0,,
1002835,False,9,"Windows OS - The network link is down, Check to make sure the network cable is properly connected.",,,False,,,itsm,,False,,,,1.0,,
17005,False,5,Microsoft Filtering Management Service- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1003517,True,1,AD DS - Active Directory Web Services was unable to determine global catalog server (Closing condition) - 2,,,False,,,itsm,,False,,,,1.0,,
50389,,,,,,False,,,itsm,,False,,,,2.0,,
1000242,False,7,Afamgt Controller battery needs reconditioning.,,,False,,,itsm,,False,,,,1.0,,
1004230,True,1,AD DS - Directory Services database cannot be initialized (Closing condition),,,False,,,itsm,,False,,,,1.0,,
1000969,False,7,MegaRAID Storage Manager - Disk test cannot start. No qualifying disks found.,,,False,,,itsm,,False,,,,1.0,,
1003122,False,5,MS Exchange - External Aggregate Delivery Queue Length (All External Queues) is high,,,False,,,itsm,,False,,,,1.0,,
1000945,False,7,MegaRAID Storage Manager - Sensor bad on enclosure.,,,False,,,itsm,,False,,,,1.0,,
50271,,,,,,False,,,itsm,,False,,,,2.0,,
1003763,False,5,MS Exchange - Backup not occurring from last 7 days,,,False,,,itsm,,False,,,,1.0,,
10237,False,2,eTrust SCM for SMTP - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1001536,False,11,Sharepoint - Insufficient disk space,,,False,,,itsm,,False,,,,1.0,,
50307,,,,,,False,,,itsm,,False,,,,2.0,,
11748,False,9,Windows Licensing Monitoring Service- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
11596,False,5,Microsoft Exchange Mailbox Transport Submission 2013- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1001381,True,7,Storage Agents - ATA RAID Logical Drive Status Changed to OK (Closing condition),,,False,,,itsm,,False,,,,1.0,,
50170,,,,,,False,,,itsm,,False,,,,2.0,,
50396,,,,,,False,,,itsm,,False,,,,2.0,,
1000048,False,5,Error encountered while trying to open a file - Cannot access file.,,,False,,,itsm,,False,,,,1.0,,
11289,False,2,Trend Micro Security Server Master Service- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
11429,False,29,StorageCraft Raw Agent- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
10434,False,29,BackupAssist Monitor - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1004285,True,5,MS Exchange - Backup not occurring from last 7 days (Closing condition),,,False,,,itsm,,False,,,,1.0,,
1000368,False,7,Promise FastTrak fasttx2k Controller Driver detected an internal error in its data structures.,,,False,,,itsm,,False,,,,1.0,,
50124,,,,,,False,,,itsm,,False,,,,2.0,,
1000031,False,5,Exchange Server was unable to verify the sequence of the pages in an Exchange Server database - Exchange Performance issue.,,,False,,,itsm,,False,,,,1.0,,
10442,False,2,BitDefender Update Server - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1001052,False,20,VSS Error encountered while opening VSS tab,,,False,,,itsm,,False,,,,1.0,,
10183,False,2,AVG7 Update Service - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1001014,False,2,Virus definition and content license for Symantec Mail Security for Microsoft Exchange has expired or is damaged,,,False,,,itsm,,False,,,,1.0,,
11812,False,92,Packet Discard(s),,,False,,,itsm,,False,,,,1.0,,
10421,False,2,AVG7 Alert Manager Server - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
11595,False,5,Microsoft Exchange Mailbox Transport Submission 2013- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1001092,False,9,Terminal Services session memory leak,,,False,,,itsm,,False,,,,1.0,,
1003316,False,89,MS Lync - Failed to connect to back-end dynamic database,,,False,,,itsm,,False,,,,1.0,,
16884,False,2,Webroot SecureAnywhere Endpoint Protection- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1000992,False,7,MegaRAID Storage Manager - Virtual disk initialization failed.,,,False,,,itsm,,False,,,,1.0,,
1000943,False,7,MegaRAID Storage Manager - Enclosure shutdown.,,,False,,,itsm,,False,,,,1.0,,
1000899,True,7,Storage Agents - SCSI Physical Drive Status Changed to OK(Closing condition),,,False,,,itsm,,False,,,,1.0,,
1000166,True,7,3Ware Scsi device responded within the timeout period (Closing condition).,,,False,,,itsm,,False,,,,1.0,,
1001071,False,4,Citrix - CitrixWMIService down due to license issue.,,,False,,,itsm,,False,,,,1.0,,
10533,False,2,Network Associates Task Manager - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1000391,False,7,External array fails,,,False,,,itsm,,False,,,,1.0,,
1000091,False,5,Exchange Transaction file locked by other process - Mail flow stop.,,,False,,,itsm,,False,,,,1.0,,
16930,False,4,Citrix Licensing Support Service- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1000397,False,7,Highpoint ATA RAID HPT374 Controller Device did not respond within the timeout Period.,,,False,,,itsm,,False,,,,1.0,,
1001231,False,5,Exchange - Error updating public folder with free/busy information on the Server.,,,False,,,itsm,,False,,,,1.0,,
1001761,False,11,SharePoint 2010 - Excel Calculation Services Unexpected Workbook Failure,,,False,,,itsm,,False,,,,1.0,,
10241,False,7,HP Insight Diagnostics - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
50253,,,,,,False,,,itsm,,False,,,,2.0,,
1003475,True,5,MS Exchange - The setting in the Web.Config file was not valid. (Closing condition),,,False,,,itsm,,False,,,,1.0,,
1000345,False,7,HP Insight Management Foundation Agent detected the Logical Disk Performance is HIGH.,,,False,,,itsm,,False,,,,1.0,,
1001760,False,11,SharePoint - SharePoint Lists Cannot Receive Email Rule,,,False,,,itsm,,False,,,,1.0,,
1001116,False,4,Citrix - Session could hang on Citrix Server,,,False,,,itsm,,False,,,,1.0,,
1002892,False,1,DNS - Server was unable to initialize Active Directory security interfaces.,,,False,,,itsm,,False,,,,1.0,,
1000174,False,7,Dell OpenManage Array Manager - Possible Data corruption.,,,False,,,itsm,,False,,,,1.0,,
10624,False,2,VIPRE Email Security Plugin Manager Service- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
50088,,,,,,False,,,itsm,,False,,,,2.0,,
16866,False,89,Lync Server Audio/Video Edge- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
50220,,,,,,False,,,itsm,,False,,,,2.0,,
50356,,,,,,False,,,itsm,,False,,,,2.0,,
1001477,False,7,Fujitsu Siemens Server Agent detected Disk Failure,,,False,,,itsm,,False,,,,1.0,,
11632,False,29,Windows server backup failed,,,False,,,itsm,,False,,,,1.0,,
50028,,,,,,False,,,itsm,,False,,,,2.0,,
10846,False,2,AVG WatchDog services- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
10507,False,5,Microsoft Exchange Management - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1001815,False,11,SharePoint - Event Handler Failed To Load,,,False,,,itsm,,False,,,,1.0,,
1001056,False,4,Citrix - License Groups in the Data Store is not available.,,,False,,,itsm,,False,,,,1.0,,
50161,,,,,,False,,,itsm,,False,,,,2.0,,
50377,,,,,,False,,,itsm,,False,,,,2.0,,
50123,,,,,,False,,,itsm,,False,,,,2.0,,
1003693,True,89,MS Lync - Failed to execute a stored procedure on the back-end. (Closing condition),,,False,,,itsm,,False,,,,1.0,,
1003985,False,21,Performance Data - Average CPU utilization of your machine is above 85%,,,False,,,itsm,,False,,,,1.0,,
50213,,,,,,False,,,itsm,,False,,,,2.0,,
11743,False,9,Windows Firewall- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1000194,False,7,Intel Server Manager - CPU Voltage Abnormal,,,False,,,itsm,,False,,,,1.0,,
1004225,False,16,Azure Hyper V Synchronization - VM marked as corrupted by service.,,,False,,,itsm,,False,,,,1.0,,
1000912,True,7,Storage Agents - External Array Physical Drive Status Changed to OK (Closing condition),,,False,,,itsm,,False,,,,1.0,,
10201,False,2,BitDefender Update Server - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
11836,False,92,VPN Remote Gateway Is Lost,,,False,,,itsm,,False,,,,1.0,,
1001393,True,8,"Internet Security and Acceleration Server - The Firewall service cannot initialize WinSock, registry corruption or out of memory. - Closing",,,False,,,itsm,,False,,,,1.0,,
1004220,False,16,Azure Hyper V Synchronization - Export System Definition for VM failed,,,False,,,itsm,,False,,,,1.0,,
1003653,True,89,MS Lync - Unexpected exception occurred in the Exchange Unified Messaging Routing Application. (Closing condition),,,False,,,itsm,,False,,,,1.0,,
6014,False,35,Agent Malfunction due to SAAZOD permission issue,,,False,,,itsm,,False,,,,1.0,,
1000980,False,7,MegaRAID Storage Manager - Physical Disk missing.,,,False,,,itsm,,False,,,,1.0,,
1003660,True,11,SharePoint 2010 - Mail Service Cannot Deliver Email Rule (Closing condition),,,False,,,itsm,,False,,,,1.0,,
1000162,False,7,3ware RAID controller - Predictive failure of the drive.,,,False,,,itsm,,False,,,,1.0,,
1002131,False,5,"Exchange 2010 - The log file LogFile Path is damaged, invalid, or inaccessible and cannot be used.",,,False,,,itsm,,False,,,,1.0,,
50295,,,,,,False,,,itsm,,False,,,,2.0,,
16760,False,73,VMware vSphere Update Manager Service- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
11745,False,9,Windows Font Cache Service- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
10299,False,7,Persistent Storage Manager Service - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1001334,False,7,Dell Server Monitoring - Memory device pre-failure sensor detected a failure,,,False,,,itsm,,False,,,,1.0,,
11555,False,2,Realtime monitoring and alerting for Vipre Active Protection disabled,,,False,,,itsm,,False,,,,1.0,,
10444,False,22,BlackBerry Attachment Service - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
50033,,,,,,False,,,itsm,,False,,,,2.0,,
1111,False,1,AD Connectivity Test failed because DC is not pointing to a DNS server,,,False,,,itsm,,False,,,,1.0,,
1003707,True,26,DHCP Service - Role is not authorized to start - CLosing New March release,,,False,,,itsm,,False,,,,1.0,,
1001239,False,4,Citrix - Citrix product will expire in 2 days: MetaFrame Presentation Server.,,,False,,,itsm,,False,,,,1.0,,
10222,False,9,Client Network - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1003306,False,89,MS Lync - Database connection failure.,,,False,,,itsm,,False,,,,1.0,,
1003059,False,9,OS - Windows Server licensing issue.,,,False,,,itsm,,False,,,,1.0,,
1001975,False,11,SharePoint - Issue in User Profile Synchronization service with a BDC connection,,,False,,,itsm,,False,,,,1.0,,
50251,,,,,,False,,,itsm,,False,,,,2.0,,
1000257,False,7,New Technology File System (Ntfs) - The file system structure on disk is corrupt and unusable.,,,False,,,itsm,,False,,,,1.0,,
50176,,,,,,False,,,itsm,,False,,,,2.0,,
